,gold_ratio = 0.002 bc_ratio = 0.01,gold_ratio = 0.006 bc_ratio = 0.015,gold_ratio = 0.01 bc_ratio = 0.02,gold_ratio = 0.014 bc_ratio = 0.025,gold_ratio = 0.18 bc_ratio = 0.03,Date
889,94679.26024286874,76000.14042638053,70198.9180264615,60349.97086338132,49587.923121794476,4/11/19
890,94047.034026821,75492.64478318069,69730.16010404036,59946.9796791013,49256.52266775255,4/12/19
891,94047.03292037845,75492.64389518944,69730.15928398151,59946.97897422647,49256.52266139605,4/13/19
892,94046.92093673545,75492.52398010062,69730.0208577232,59946.836244613,49256.52116057624,4/14/19
893,93365.43801377137,74945.49108736751,69224.74518266365,59512.45209954597,48900.20777919362,4/15/19
894,93331.3115856338,74918.09454116687,69199.43722096835,59490.692593605505,48881.06550641816,4/16/19
895,93320.70872930042,74909.58313529757,69191.57516408928,59483.93329461379,48875.320740505624,4/17/19
896,92868.39935862467,74546.50806418939,68856.2132342245,59195.6219641728,48637.78999993074,4/18/19
897,92868.41045918732,74546.51696352323,68856.22144391121,59195.62901315456,48637.790063429566,4/19/19
898,92868.90070869382,74546.90999711648,68856.58401966414,59195.94032708845,48637.792867816104,4/20/19
899,92868.48329712579,74546.57535778228,68856.27531295143,59195.67526606223,48637.79048008625,4/21/19
900,92869.93336491594,74547.7378787027,68857.34774510845,59196.596075147216,48637.79877494272,4/22/19
901,93029.22119288673,74675.5979806598,68975.4461407123,59298.12354930161,48720.182255593296,4/23/19
902,93696.40343710047,75211.12123543546,69470.06279933482,59723.32019670518,49070.72875696146,4/24/19
903,93944.91011764859,75410.60054988951,69654.31562233862,59881.722341095265,49200.990215929516,4/25/19
904,93601.3623314249,75134.79828044563,69399.53595532429,59662.66284536074,49020.92184847705,4/26/19
905,93601.1658477013,75134.64091653652,69399.39093119759,59662.538449454754,49020.92072900974,4/27/19
906,93601.49383872724,75134.90360470758,69399.633020523,59662.74610401301,49020.92259774078,4/28/19
907,93805.51501323494,75298.67501747583,69550.90462913224,59792.7952097629,49128.19314331121,4/29/19
908,93915.29257674959,75386.79454016875,69632.2976509294,59862.768586782375,49185.66224469429,4/30/19
909,92976.96594652448,74633.58677921527,68936.58161610815,59264.66024423282,48693.35558173126,5/1/19
910,93533.43954710287,75080.27309029753,69349.17020261366,59619.36123594153,48984.53388279398,5/2/19
911,93731.27989503212,75239.07441028167,69495.84310331992,59745.4499813654,49086.08484860178,5/3/19
912,93733.05142753359,75240.49322985893,69497.15066381439,59746.57155325707,49086.094941850366,5/4/19
913,93732.22085647665,75239.82802587598,69496.5376229015,59746.045711845334,49086.09020969889,5/5/19
914,93731.70482028458,75239.41473272372,69496.15673881503,59745.71900506032,49086.08726959953,5/6/19
915,94025.17390684024,75474.98391565833,69713.74280691602,59932.776159778055,49239.342359588074,5/7/19
916,94093.76937585758,75530.0412287217,69764.59283197478,59976.48789455008,49273.839368409324,5/8/19
917,94170.12772169171,75591.3290744222,69821.19704795585,60025.14585706303,49312.17018245402,5/9/19
918,94794.5223216403,76092.5325161341,70284.13783638581,60423.131571228856,49637.84165163127,5/10/19
919,94808.5199782644,76103.74323297811,70294.46944633471,60431.99360351212,49637.92140282284,5/11/19
920,94806.34516517738,76101.95703563892,70292.78240704536,60430.51143968394,49637.90774874881,5/12/19
921,95022.0968371085,76275.07201050405,70452.6176149597,60567.86557658742,49745.24367018775,5/13/19
922,95075.89588777856,76318.25030885583,70492.49375701744,60602.14169102217,49772.07716500324,5/14/19
923,94938.25424333582,76133.28926108539,70252.92870844263,60337.16494919945,49488.585821134155,5/15/19
924,93150.11877093533,74661.92777492848,68860.69028543425,59111.784249313954,49070.967691244114,5/16/19
925,93144.61566909612,74657.49461283698,68856.58098833209,59108.23902632306,48919.634518670915,5/17/19
926,93144.61530191946,74657.49431073383,68856.5807024989,59108.2387747669,48919.63451866995,5/18/19
927,102784.37450445438,82344.82868528183,75910.53328072892,65132.59339243218,48919.707599971385,5/19/19
928,100501.5346773866,80515.93879060901,74224.53892955926,63685.97080131273,48701.31051266417,5/20/19
929,99839.83438928859,79985.8277818772,73735.85422657797,63266.67431249379,48802.83269343233,5/21/19
930,97890.57596114116,78348.16321462751,72156.13302626937,61851.22630193533,49180.18975518974,5/22/19
931,97793.92583276387,78269.87551943315,72083.17437510284,61787.95191093126,49136.12992763276,5/23/19
932,97483.10439795157,78021.10314841584,71854.06132907502,61591.55795423991,48975.2163809432,5/24/19
933,97487.43077620499,78024.56357676811,71857.24620005838,61594.28620679958,48975.21642456697,5/25/19
934,97530.12973545675,78058.7160686115,71888.67907564619,61621.21250050011,48975.21685510035,5/26/19
935,97531.7565755088,78060.017286608,71889.87667588853,61622.23839909556,48975.216871503675,5/27/19
936,97782.71276760944,78260.8736718437,72074.85884263813,61780.802442610206,49103.56461200789,5/28/19
937,97725.9986055491,78215.48390475915,72033.05839784417,61744.97345772375,49076.7456380461,5/29/19
938,98824.38548385979,79094.1639510304,72841.89922094715,62437.962500096684,49636.11193564465,5/30/19
939,100467.92580894702,80409.57285202567,74053.32745656022,63476.36386000244,50461.75217216398,5/31/19
940,100467.92582745923,80409.57286683253,74053.327470188,63476.36387167638,50461.75217216417,6/1/19
941,100467.92927241098,80409.57562225599,74053.33000619334,63476.36604409104,50461.7521721989,6/2/19
942,101013.22898245475,80846.0066474131,74455.26189999617,63820.89042685686,50735.688491919915,6/3/19
943,101836.90316692165,81505.23498480194,75062.37944544031,64341.294085562586,51149.46642945289,6/4/19
944,101871.14188633332,81532.63110424532,75087.60364778267,64362.91015969391,51166.7071756857,6/5/19
945,102263.95157724427,81847.0166223077,75377.13751741465,64611.090204163665,51364.01795184659,6/6/19
946,101930.71888995392,81500.50266168734,74984.58488566469,64211.725002416766,50996.30945143117,6/7/19
947,100043.23401430437,79951.9293770839,73523.56894546229,62929.56860161446,49953.38496537901,6/8/19
948,100011.42115525287,79925.8629096285,73499.00692331257,62908.03907333764,49935.892358273864,6/9/19
949,102969.89540685623,82250.43590125232,75600.1506126897,64675.19784787652,51313.889640386944,6/10/19
950,101681.60777963819,81221.42365782999,74654.38238347867,63866.14012302387,50672.008779150994,6/11/19
951,104912.96324202792,83802.48770563504,77026.68087672332,65895.55353498363,52282.10788462054,6/12/19
952,105750.9569435662,84471.87051911847,77641.94967059651,66421.91717792749,52699.73577662104,6/13/19
953,111495.36989007845,89060.23329649448,81859.17035976684,70029.57659267497,55561.97100268862,6/14/19
954,113590.70487752424,90733.89406391472,83397.45922208331,71345.52535801554,56606.019880356864,6/15/19
955,115100.52846046128,91939.8742587786,84505.89525526634,72293.75105545031,57358.32422628386,6/16/19
956,119502.85343122155,95456.25652781472,87737.859545085,75058.57607753157,59551.88420899781,6/17/19
957,117267.00817137708,93623.33366095492,86009.96544327502,73543.44985978272,58320.47497564347,6/18/19
958,117312.58345963304,93659.80777373548,86043.55440662777,73572.23969328486,58343.36461355519,6/19/19
959,117862.41953958383,94052.97661856428,86362.71295668918,73809.23167419664,58502.85833124971,6/20/19
960,120094.3636362372,95833.4085727435,87996.98383335133,75205.45031938414,59609.13582104391,6/21/19
961,121213.90625044426,96726.3206196772,88816.45431632639,75905.43520687155,60163.6655924175,6/22/19
962,121569.4539710644,97009.89432110052,89076.70422433203,76127.73851902748,60339.77483002038,6/23/19
963,123804.99768887168,98793.80637785631,90714.7282152173,77527.64091435698,61449.35124590839,6/24/19
964,129283.19328602405,103086.33543923966,94583.7768574762,80772.37615543498,63972.15815508079,6/25/19
965,141940.14365978702,113178.47052805652,103843.40508392762,88679.79419124887,70234.8029063103,6/26/19
966,139275.50882697065,110997.84995949849,101791.33099351767,86883.55251188426,68777.4669266092,6/27/19
967,151903.484822316,121001.8806088884,110910.58977894696,94620.35154843077,74864.86173432376,6/28/19
968,148967.80679194664,118603.90527450838,108658.06258137539,92652.14191264361,73270.77545852104,6/29/19
969,148919.37320493537,118564.3886757315,108620.98380818596,92619.7773820388,73244.58922100671,6/30/19
970,148918.8675654553,118563.98592445525,108620.61466969673,92619.46248228001,73244.34008460627,7/1/19
971,148920.02033848263,118564.90480965715,108621.45749113776,92620.18199901018,73244.90976151515,7/2/19
972,162089.7892281056,128986.96909589761,118111.59140667546,100662.99400665007,79566.28545933709,7/3/19
973,159008.57992917224,126470.55692755501,115748.3190244017,98598.539046104,77894.72917670946,7/4/19
974,159007.76180567325,126469.90588514878,115747.72287352294,98598.0309641899,77894.32757717698,7/5/19
975,159008.8650153085,126470.78379203739,115748.52676119309,98598.7160940802,77894.86911946768,7/6/19
976,159441.71650662785,126753.8113797014,115951.5530249975,98723.99598160521,77956.2201109005,7/7/19
977,171009.6627895311,135949.27999479682,124362.56369264876,105884.66088559538,83610.02275660021,7/8/19
978,174810.93304080007,138971.21422527172,127126.94382196474,108238.30690140845,85468.53932828509,7/9/19
979,171488.60351050115,136260.56134971417,124583.76864705743,106018.89435280798,83673.29511208319,7/10/19
980,171487.74620339688,136259.861928547,124583.11248104507,106018.32175534745,83672.83197444055,7/11/19
981,174976.3906234184,138963.6827895468,126992.9643263853,108016.13327545795,85207.82713037432,7/12/19
982,171606.31490355055,136218.8852464485,124422.16470508753,105776.37860166359,83399.11153791456,7/13/19
983,171549.9076327417,136173.00824036,124379.25345458997,105739.04082494523,83368.99615476762,7/14/19
984,179697.90258051446,142570.79041542226,130159.11351220829,110598.49515687708,87157.69632606755,7/15/19
985,176278.02288408464,139786.22059982098,127551.89575319187,108327.8117958638,85324.70579334312,7/16/19
986,178082.84541399928,139787.1921244999,127552.78270058549,108328.56545071263,85325.29971480973,7/17/19
987,195833.1819946865,142664.2463516567,130112.83773124633,110447.46635767247,86950.73369798157,7/18/19
988,193940.66933875624,141439.14887721403,128995.54048189675,109499.05351262604,86204.09926336323,7/19/19
989,198158.83172671872,142085.90426414792,129585.11290968026,109999.27803595658,86597.71710438022,7/20/19
990,194891.6196724335,141584.94224200316,129128.44330853457,109611.81515501917,86292.82927978404,7/21/19
991,189241.01426276244,140517.62549080784,128129.18053804168,108902.672648836,85734.75386192117,7/22/19
992,189421.19890148944,140654.75269636957,128254.2153481961,108525.33411176398,85429.00864862178,7/23/19
993,188017.267843946,139590.83661811624,127284.09211565775,107867.9513318795,84911.41250075727,7/24/19
994,188573.6645825878,140012.48079323754,127668.56493123648,108128.5244353293,85116.57701842597,7/25/19
995,188398.98189325878,139880.104134785,127547.85835067565,108046.7200028376,85052.16757963429,7/26/19
996,188398.98164195055,139880.10409527054,127547.85831376028,108046.60026520409,85052.07113096767,7/27/19
997,188338.47343332577,139870.4833249213,127538.77620351815,107735.67244179297,84799.26442461128,7/28/19
998,189210.83560359327,140540.0296326274,128149.29942551166,108086.17537532798,85075.31543391588,7/29/19
999,189467.18179147042,140708.38500142234,128302.80413977205,108383.66699319784,85309.30490373936,7/30/19
1000,193806.0092758341,143708.72589672217,130910.98534940513,111166.28463480473,87430.75161205794,7/31/19
1001,199981.54063105572,148287.53061193976,135082.0108975499,114710.78392700283,90218.43913323565,8/1/19
1002,202347.11346768693,150041.7800997192,136680.04778213767,116066.18259320456,91284.44703419518,8/2/19
1003,207739.84358646916,154039.53988495326,140321.73643008477,119168.59823075689,93724.41969199284,8/3/19
1004,210874.21896831715,156363.12728818253,142438.36732271643,120971.79158998953,95142.58637396779,8/4/19
1005,226157.4681567361,167692.96562486165,152759.083389061,129764.18266078804,102057.58304500418,8/5/19
1006,225990.49303833544,167406.32737649017,152348.89051239673,129277.38765798534,101575.03225891864,8/6/19
1007,229245.8777057492,169653.6566577032,154244.8498270148,130759.82236567033,102640.50390842272,8/7/19
1008,229921.93469453987,170153.96924175855,154699.71775955157,131145.4300742632,102943.18591252565,8/8/19
1009,227302.03596122496,168215.15167754074,152937.03082184907,129651.15567698835,101770.27349041338,8/9/19
1010,222944.5319740767,164909.017541607,149857.20933782824,126977.55552012085,99622.40143130741,8/10/19
1011,224332.06296045214,165857.7735668483,150648.93658128657,127588.7837117343,100055.21858210335,8/11/19
1012,220184.11887729182,162710.6279285375,147717.34807135182,125044.0861190405,98011.16119304633,8/12/19
1013,220413.09710002152,162800.51214211914,147727.0113729161,124991.4334007317,97922.26211977142,8/13/19
1014,220762.66538883725,163058.70865887718,147961.30177881135,125189.6658843273,98077.56374184368,8/14/19
1015,220704.4287703962,163015.69322161522,147922.26820599154,125156.63893542853,98051.68879587323,8/15/19
1016,217988.0027430199,161009.29907581786,146101.6436491267,123616.2133184092,96844.87040297469,8/16/19
1017,217987.95141581472,161009.26018853518,146101.60747696777,123616.18196443011,96844.84525294461,8/17/19
1018,217987.9518577031,161009.26051484217,146101.60777299106,123616.18221483464,96844.8454490722,8/18/19
1019,219145.91348255798,161864.54784826995,146877.7042108706,124272.8844569396,97359.32623779975,8/19/19
1020,218956.55072879556,161724.68139698103,146750.7876413973,124165.47632520809,97275.17871298488,8/20/19
1021,218781.75904820478,161595.58170575928,146633.64113462463,124066.35991246572,97197.52776464233,8/21/19
1022,219036.65607448583,161783.85208553294,146804.47978730747,124210.90466870717,97310.76872108322,8/22/19
1023,223282.51225516348,164919.90282486682,149650.1671760754,126618.62065684544,99197.04934210338,8/23/19
1024,223282.51225514352,164919.90115209576,149650.1656249058,126618.61434453879,99197.04429237287,8/24/19
1025,223282.5122551435,164919.90115092203,149650.16562384405,126618.61434032132,99197.04428907773,8/25/19
1026,223282.51225514387,164919.9011811681,149650.16565120462,126618.61444900076,99197.04437398976,8/26/19
1027,223894.26511822932,165371.75100960518,150060.1792476603,126965.52516296356,99468.8252485746,8/27/19
1028,224338.5142211841,165699.88004340406,150357.92720840685,127217.44838487168,99666.18990231163,8/28/19
1029,222619.77998680036,164430.39712101582,149205.9841826507,126242.79421886391,98902.61486468476,8/29/19
1030,222262.92415000033,164166.8180396739,148966.8095713721,126040.42958270662,98744.07597975802,8/30/19
1031,222262.92415000033,164166.8180396739,148966.8095713721,126040.42958270662,98744.07597975802,8/31/19
1032,222262.92415000033,164166.8180396739,148966.80957137214,126040.42958270662,98744.07597975802,9/1/19
1033,223996.2239287511,165447.05989150918,150128.515330301,127023.34538064894,99514.12332013398,9/2/19
1034,225197.88133839302,166334.62285540145,150933.89990415095,127704.78001148497,100047.98085031407,9/3/19
1035,222721.73879732183,164505.70597894568,149274.3202440816,126300.61435419865,98947.9128733869,9/4/19
1036,221935.19940192287,163924.75592138973,148747.15965438136,125854.58529560002,98598.4795413954,9/5/19
1037,219823.19546982806,162364.79702692974,147331.63548146276,124656.9132187323,97660.18519879885,9/6/19
1038,219823.19546983155,162364.7973106377,147331.63573772216,124656.91423510907,97660.18599171856,9/7/19
1039,219823.1954698275,162364.79697221148,147331.63542425164,124656.91296093746,97660.18497358797,9/8/19
1040,218228.26836249096,161186.75937452188,146262.6709123181,123752.46521581056,96951.61188132175,9/9/19
1041,217121.2869911888,160369.1259696427,145520.74120189706,123124.72064769536,96459.81684673528,9/10/19
1042,220697.1281313824,163010.2970653055,147917.36943132526,125152.50084637263,98048.44417470158,9/11/19
1043,218934.6972639143,161708.53860273323,146736.13922079807,124153.06536202205,97265.45495761535,9/12/19
1044,218075.33014671842,161073.79681215412,146160.16741033018,123665.7370984282,96883.66645992186,9/13/19
1045,218075.33014671842,161073.796811301,146160.16740956073,123665.737095381,96883.66644804415,9/14/19
1046,218075.33014671822,161073.79679440445,146160.16739432167,123665.73703502977,96883.6662128008,9/15/19
1047,218789.04182032117,161600.95520026606,146638.5168366306,124070.46717932617,97200.74437263477,9/16/19
1048,218992.9594413504,161751.57186691783,146775.18808715866,124186.10428934128,97291.3378438712,9/17/19
1049,218585.12419929128,161450.3384727635,146501.84553122087,123954.82985196364,97110.15005419882,9/18/19
1050,218759.91073160278,161579.43853343462,146618.9923721189,124053.94759158492,97187.8024458484,9/19/19
1051,221702.1506921706,163752.6221929545,148590.96356697855,125722.42705907564,98494.94136089478,9/20/19
1052,221702.15069216982,163752.62212868122,148590.96350901018,125722.42682950386,98494.94046604575,9/21/19
1053,221702.1506921693,163752.62214646078,148590.96352504563,125722.426893009,98494.94071358275,9/22/19
1054,221490.95029895945,163596.6262223052,148449.41107499885,125602.65954986007,98401.11042700124,9/23/19
1055,222670.75939205862,164468.0513667658,149240.1520119926,126271.70334552368,98925.26038017141,9/24/19
1056,220666.72255753053,162905.60490980442,147747.75052131,124945.85058274204,97837.08301545063,9/25/19
1057,220666.7225575305,162905.60490980442,147747.75052131,124945.85058274204,97837.08301545063,9/26/19
1058,220666.7225575305,162905.60490980442,147747.75052131,124945.85058274204,97837.08301545063,9/27/19
1059,220666.7225575305,162905.60490980442,147747.75052131,124945.85058274204,97837.08301545063,9/28/19
1060,220666.7225575305,162905.60490980442,147747.75052131,124945.85058274204,97837.08301545063,9/29/19
1061,223298.70701910526,164767.80052647975,149363.4214183828,126250.28770805495,98810.0914891372,9/30/19
1062,223706.72103646136,165068.86618476853,149636.3400144307,126480.97371500851,98990.63844761268,10/1/19
1063,225295.5028919238,166241.1976117415,150699.0684869203,127379.25104511552,99693.67736167631,10/2/19
1064,221015.00508523377,162999.607350781,147685.21406342083,124768.10434774456,97600.22643615442,10/3/19
1065,221014.3019940215,162999.08855336314,147684.74376912115,124767.70682879328,97599.9153169906,10/4/19
1066,221014.23411596296,162999.0384674555,147684.69836581722,124767.6684513905,97599.88528082396,10/5/19
1067,221012.85184474298,162997.9931379831,147683.72776010053,124766.82859572978,97599.21274661046,10/6/19
1068,226324.10661257364,166833.22948354276,151084.55253417545,127577.4077990656,99748.93714660082,10/7/19
1069,225717.3624339072,166385.97179191015,150679.51452516534,127235.38902643188,99481.5226794499,10/8/19
1070,236683.14158123752,174469.30463589425,157999.78625505362,133416.69380314977,104314.49062077915,10/9/19
1071,236655.03037460215,174448.5826586396,157981.02038683777,133400.84770516332,104302.10103448825,10/10/19
1072,231874.99887366852,170755.42361501203,154483.05325461677,130317.69160899262,101790.37071626594,10/11/19
1073,231875.28152726573,170755.63197111315,154483.2419423606,130317.85093892306,101790.49529153512,10/12/19
1074,231875.10246901776,170755.4999795914,154483.12241054795,130317.75000499378,101790.41637433873,10/13/19
1075,231450.9623905089,170443.160831176,154200.55030549466,130079.38178762252,101604.229871799,10/14/19
1076,231040.06020851142,170140.56873630197,153926.79504946666,129848.45008733761,101423.85109990495,10/15/19
1077,232161.44576544836,170964.2280924522,154688.8710611559,130491.31161080243,101925.98247509553,10/16/19
1078,231749.27786543776,170660.70669438672,154421.47730552178,130265.74736703181,101749.79702669829,10/17/19
1079,232005.9105426162,170849.6915932926,154587.59123728087,130405.87509088583,101859.24881459068,10/18/19
1080,232005.91055543345,170849.69160274073,154587.62026995618,130405.89960638454,101859.26798252003,10/19/19
1081,232005.93929837018,170849.7120798687,154640.92733617628,130449.30046694931,101891.94422359555,10/20/19
1082,231026.0660316714,170128.1311320882,154000.35489512037,129908.93527390722,101469.8715189358,10/21/19
1083,232441.38916395008,171170.37837259978,154827.8821088015,130607.02345460525,102015.15088880982,10/22/19
1084,232767.97670739586,171410.87749749806,154964.61461314798,130720.78806020616,102102.77868075893,10/23/19
1085,235396.5201923737,173346.54302053008,156672.21038194513,132161.25952849168,103227.91471849139,10/24/19
1086,232122.7798050531,170935.75210420572,155082.70771644037,130818.31533789844,102177.32538997768,10/25/19
1087,232122.92829583943,170935.86133758537,155376.1197303844,131065.53071239065,102370.1905867425,10/26/19
1088,232123.00135187918,170935.91507941287,155520.4759125677,131187.15866652862,102465.07878816301,10/27/19
1089,231244.18248213225,170288.74997987362,154855.04862129057,130623.93136046476,102023.6719240066,10/28/19
1090,232076.28727734668,170901.51304042753,155375.09465661744,131060.73393963743,102363.38295125053,10/29/19
1091,235008.14054851027,173060.53623709476,157310.09806648453,132692.2352616987,103637.10627702648,10/30/19
1092,234673.73671135821,172814.28048079892,157086.2861300731,132503.44814227647,103489.65710630897,10/31/19
1093,234774.83554717922,172888.72989647224,157153.95283019665,132560.5255274465,103534.2364837773,11/1/19
1094,234774.83554782177,172888.72989694422,157153.95409608452,132560.5265924398,103534.23731339767,11/2/19
1095,234774.83554655476,172888.72989601357,157153.95160003417,132560.52449250902,103534.23567757019,11/3/19
1096,233546.10616007564,171815.60080559898,156025.899780044,131480.2312406253,102590.0124794947,11/4/19
1097,229174.391528643,168514.9769799225,152951.9221449681,128825.2376020696,100467.99213700244,11/5/19
1098,229170.02562035783,168511.7617563765,152948.99984092687,128822.77249429785,100466.06670910318,11/6/19
1099,229134.8575012331,168484.4509647844,152922.8939978259,128799.66890056992,100447.17609515038,11/7/19
1100,229134.85639426106,168484.45012903927,152922.8932194813,128799.66822832383,100447.17555786102,11/8/19
1101,229134.8563945262,168484.45012923432,152922.89321965844,128799.66822847309,100447.17555797748,11/9/19
1102,230652.08268960175,169518.1616093534,153786.8461842912,129464.82590769551,100917.2079807261,11/10/19
1103,226332.79643495486,166260.09712395602,150755.22406372963,126848.81561816791,97403.33173195524,11/11/19
1104,226333.4732502818,166260.5945671798,150755.71296710742,126849.22721314768,98324.52612231135,11/12/19
1105,226333.15711745078,166260.3622170418,150755.48460583552,126849.03496175945,97894.24657789702,11/13/19
1106,226332.10522790317,166259.5891031556,150754.7247643656,126848.39527107889,96462.54916796595,11/14/19
1107,226330.6933026787,166258.55137158028,150753.7048480251,126847.53663016002,94540.81727944742,11/15/19
1108,226330.8955144972,166258.69999247417,150753.85091747294,126847.65960221167,94816.0421235856,11/16/19
1109,226331.06716411363,166258.82615087388,150753.974910051,126847.7639883235,95049.66961023308,11/17/19
1110,226329.75949338128,166257.8398011906,150752.98068416963,126846.90608919965,93083.91331448022,11/18/19
1111,226329.75827935984,166257.83888544064,150752.9797610709,126846.905292645,93083.30625256352,11/19/19
1112,226329.7582781937,166257.838884561,150752.97976085788,126846.90529246566,93083.30611914313,11/20/19
1113,226329.75827819263,166257.83888456013,150752.97975997333,126846.90529170228,93083.30553740653,11/21/19
1114,226329.7582781926,166257.8388845601,150752.9797599725,126846.90529170161,93083.30553687662,11/22/19
1115,226329.7582781926,166257.8388845601,150752.9797599725,126846.90529170161,93083.30553687674,11/23/19
1116,226329.7582781926,166257.8388845601,150752.97975997248,126846.9052917016,93083.30553687621,11/24/19
1117,226329.7582781926,166257.8388845601,150752.97975997248,126846.9052917016,93083.30553687624,11/25/19
1118,226329.7582781926,166257.8388845601,150752.97975997248,126846.9052917016,93083.30553687624,11/26/19
1119,233276.22668351314,171276.57400941625,155227.5701753035,130547.9487138011,95752.31857724277,11/27/19
1120,230398.64313157042,169163.7861985286,153312.75338288734,128937.5668496838,94571.15902553743,11/28/19
1121,240519.90601793423,176595.0267370334,160047.65663387752,134601.6773178492,98725.57646641828,11/29/19
1122,234326.66888945262,172047.81546481553,155926.52977023507,131135.7684741669,96183.45473699502,11/30/19
1123,229868.65981727868,168690.0310515237,152806.69052574647,128447.45786515363,94210.46283855953,12/1/19
1124,229821.41194694507,168655.34062322066,152775.2506722995,128421.01663446325,93025.6241251212,12/2/19
1125,229814.90584922564,168650.56370280343,152770.92136057888,128417.37564007602,92862.47017983357,12/3/19
1126,229762.16687301654,168611.8415834774,152735.8275950557,128387.86143284354,91539.93055469383,12/4/19
1127,229865.24944468317,168687.52708075897,152804.42118294127,128445.54932519402,94124.94064570985,12/5/19
1128,229941.99297800055,168743.87387525933,152855.4881500546,128488.49715446362,96049.44451516359,12/6/19
1129,229920.49545074673,168728.0899166888,152841.18318558612,128476.46653650395,95510.34926380754,12/7/19
1130,229929.40707913617,168734.63303077046,152847.113194464,128481.45373318413,95733.82689869452,12/8/19
1131,229835.53555845295,168665.71049024185,152784.64885835137,128428.9206027781,93379.8030874734,12/9/19
1132,229776.33108419817,168622.24125967437,152745.25279709336,128395.7881218722,91895.12763838946,12/10/19
1133,229766.9677844382,168615.36651851228,152739.02223537373,128390.54815725096,91660.32340355663,12/11/19
1134,229760.29421306454,168610.466635245,152734.58148271177,128386.81343991928,91492.96970772724,12/12/19
1135,229792.11928233007,168633.83330290217,152755.75863856202,128404.62363945306,92291.04957582302,12/13/19
1136,229721.73171819258,168580.82866213837,152706.52023093446,128362.20407623604,90346.30486491918,12/14/19
1137,229722.16433677345,168581.1463002405,152706.80810559812,128362.44618170275,90355.34554123538,12/15/19
1138,229720.8165905164,168580.13075770254,152705.8641603012,128361.63249883622,90324.22637090908,12/16/19
1139,229720.81532904325,168580.1298071756,152705.8632767947,128361.63173725734,90324.20643906701,12/17/19
1140,248350.79715199306,182162.35344094026,164928.26721211607,138567.65125853894,97458.14202792232,12/18/19
1141,243633.14304138473,178610.97567843925,161630.457427568,135727.68436268208,95412.01688116812,12/19/19
1142,243633.60974414487,178611.3179997001,161630.76736267496,135727.9447608723,95412.20002599718,12/20/19
1143,243633.0520990509,178610.90897325333,161630.39703319204,135727.63362113698,95411.98119331794,12/21/19
1144,251400.4161882015,184216.4402314503,166622.69333475284,139852.4824779291,98264.28420002306,12/22/19
1145,249275.8845508934,182479.62272326808,164889.0570776856,138260.95119597638,97050.26202206433,12/23/19
1146,249275.2538067604,182479.16052348583,164888.63900711245,138260.6002827775,97050.01545261327,12/24/19
1147,249274.74163086197,182478.78520871658,164888.2995260769,138260.31533477167,97049.81523365995,12/25/19
1148,249274.75647397927,182478.79608552894,164888.3093644095,138260.32359270938,97049.82103610675,12/26/19
1149,249798.10732257366,182861.9067696156,165234.4869523197,138550.5947459482,97253.57134526133,12/27/19
1150,249798.61216526534,182862.2767107216,165234.82157275046,138550.8756141396,97253.76869752961,12/28/19
1151,249799.35688333467,182862.82242888448,165235.31518766307,138551.2899365031,97254.05982148297,12/29/19
1152,251784.96268085053,184316.35129699876,166548.7170967595,139652.58038116313,98027.08842763513,12/30/19
1153,251784.5095240137,184316.0192305072,166548.4167348083,139652.3282682906,98026.91128031556,12/31/19
1154,251784.57463935562,184316.06694604713,166548.45989463633,139652.36449507694,98026.9367350971,1/1/20
1155,255297.9574588983,186885.74812866247,168868.39685490145,141595.9479168562,99390.01084925086,1/2/20
1156,259311.83850722236,189824.0286583047,171523.40202076032,143822.16612936967,100952.65309180405,1/3/20
1157,259311.83949077292,189824.02937786296,171523.40267055886,143822.16667389983,100952.65347379654,1/4/20
1158,259311.83965880756,189824.02950079582,171523.40278157365,143822.16676693005,100952.65353905802,1/5/20
1159,258446.44260060834,189190.53293865803,170950.98058743007,143342.1914396466,100615.7459213387,1/6/20
1160,259122.30958087518,189685.28779352334,171398.03692243426,143717.04763257428,100878.86757798618,1/7/20
1161,256790.20506718874,187883.27483260867,169086.488218675,141778.81682727826,99518.37115849672,1/8/20
1162,256790.20506185832,187883.27482860646,169397.2335186704,142039.37628827113,99701.26479443895,1/9/20
1163,263823.6297083382,192934.6858680533,172075.84882380322,144144.18030566612,101079.66017900033,1/10/20
1164,258806.93846546448,189171.08236764462,168690.25152000113,141238.44070975354,98993.16550823889,1/11/20
1165,258889.5885446716,189141.60860031162,168585.62541923503,141084.95576906324,98839.45490397577,1/12/20
1166,256744.35513436166,187574.27486669066,167202.93962118804,139927.80696903952,98028.78445117097,1/13/20
1167,280018.9837751045,204577.12054496136,182115.0615481925,152406.0289917348,106769.67349098231,1/14/20
1168,279115.50732740376,203917.0559600117,181546.2952238637,151930.078113156,106436.262571212,1/15/20
1169,273813.09800901427,199941.28010065635,177976.99962539796,148868.38067677856,104239.04812085982,1/16/20
1170,274202.61887274025,200127.56914253562,178059.15636850434,148865.32440087452,104186.70287587705,1/17/20
1171,274526.3415662374,200363.8393349864,178266.08558583775,149038.31848795828,104307.7710941421,1/18/20
1172,269292.2245149971,196445.1790574293,174747.77408621836,146024.85293095745,102148.34326435269,1/19/20
1173,269253.45932417404,196416.8861410532,174707.19999647254,145990.89337313108,102124.5493639374,1/20/20
1174,269301.75321972533,196452.1336174437,174748.06468744393,146025.08141690458,102148.49301907182,1/21/20
